name;planet_status;mass;radius;type;orbital_period;semi_major_axis;star_name;star_distance;star_teff;star_radius;temp_calculated;mag_v;mag_j;mag_k;scale_factor;tsm;esm;alternate_names;updated;observation_type;reference;molecules;albedo;phase_curve;comments
"WASP-39 b";"Confirmed";0.28;1.27;"Hot Jupiter";4.055259;0.0486;"WASP-39";230.0;5400.0;0.895;1117.4306974117;12.11;10.6630000;10.2020000;1.15;382.3188;94.0098;;"5/18/23";"HST WFC3";"2018AJ....155...29W";"{"H2O":"Detection"}";0;"No";
"WASP-39 b";"Confirmed";0.28;1.27;"Hot Jupiter";4.055259;0.0486;"WASP-39";230.0;5400.0;0.895;1117.4306974117;12.11;10.6630000;10.2020000;1.15;382.3188;94.0098;;"5/18/23";"JWST-NIRSpec";2208.11692;"{"CO2":"Detection"}";;"No";
"WASP-4 b";"Confirmed";1.1974;1.3846;"Hot Jupiter";1.338231602;0.02312;"WASP-4";300.0;5500.0;1.15;1870.4717347103;12.6;11.1790000;10.7460000;1.15;92.6163;125.8861;;"4/21/20";"Spitzer";"2011ApJ...727...23B";"[]";;"No";"Brightness T = 1832 ± 71 K (at 3.6 µm) and 1632 ± 56 K (at 4.5 µm). Models agree with modest or no thermal inversion"
"WASP-4 b";"Confirmed";1.1974;1.3846;"Hot Jupiter";1.338231602;0.02312;"WASP-4";300.0;5500.0;1.15;1870.4717347103;12.6;11.1790000;10.7460000;1.15;92.6163;125.8861;;"4/21/20";"G-B: Low resolution visible";"2017AJ....154...95H";"{"Featureless spectra":"No detection"}";;"No";"Transmission spectrum is best fit with a uniform opacity or flat line (i.e. large grain scattering)"
"WASP-4 b";"Confirmed";1.1974;1.3846;"Hot Jupiter";1.338231602;0.02312;"WASP-4";300.0;5500.0;1.15;1870.4717347103;12.6;11.1790000;10.7460000;1.15;92.6163;125.8861;;"4/21/20";"HST WFC3";"2022ApJS..260....3C";"{"Featureless spectra":"Detection"}";;"No";"Re-analysis of all available data (HST + Spitzer). Free model: thermal profile is either isothermal or locally inverted."
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"JWST-MIRI";2404.16488;"[]";;"Yes";"Two-Dimensional Eclipse Mapping"
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"Spitzer";"2019AJ....157..205M";"[]";0;"Yes";
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"JWST-MIRI";2406.03490;"{"CO":"Detection","H2O":"Detection","NH3":"Detection","CH4":"No detection","Molecular ratios: C\/O, etc...":"Detection"}";;"No";
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"HST WFC3";"2020A&A...639A...3C";"{"H2O":"Detection","AlO":"Detection"}";0;"No";
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"JWST-NIRSpec";2406.10207;"[]";;"Yes";"Latitudinal Asymmetry in the Dayside Atmosphere"
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"HST WFC3";2206.09738;"[]";0;"Yes";"A retrieval framework which encapsulates the 3D nature of exoplanet atmospheres,"
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"G-B: High resolution IR";2307.11627;"{"Molecular ratios: C/O, etc...":"Detection","CO":"Detection","H2O":"Detection","CH4":"Upper limit"}";;"No";"C/O ratio and CO detections, and evidence of H2O with CRIRES+"
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"HST WFC3";"2014ApJ...793L..27K";"{"H2O":"Detection"}";0;"No";"H2O detected in both transmission and emission spectra"
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"Spitzer";2408.13308;"[]";0.26;"Yes";"Dayside and nightside temperatures from phase curve at 4.5 um"
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"CHEOPS";2209.05303;"[]";0.087;"Yes";"Albedo Upper limit . TESS+Spitzer+CHEOPS"
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"JWST-MIRI";2401.13027;"{"H2O":"Detection","Cloudy":"Detection"}";;"Yes";
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"HST WFC3";2204.11729;"{"CO2":"Detection","H2O":"Detection"}";;"No";
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"TESS";2204.03327;"[]";0.116;"No";"3σ upper limit geometric albedo of 0.154"
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"G-B: High resolution IR";2411.17923;"{"H2O":"Detection","CO":"Upper limit","CO2":"Upper limit","CH4":"Upper limit","Molecular ratios: C\/O, etc...":"Upper limit"}";;"No";"Upper limit on the C/O ratio <0.95"
"WASP-43 b";"Confirmed";2.052;1.036;"Hot Jupiter";0.81347753;0.01526;"WASP-43";86.7467000;4520.0;0.667;1440.9786293295;12.4;9.9950000;9.2670000;1.15;89.4346;343.1503;;"8/28/23";"G-B: Low resolution visible";2209.06680;"[]";0.1;"No";"geometric albedo in Johnson B: 0.18 ± 0.29 ; in Johnson V: 0.00 ± 0.11"
"WASP-45 b";"Confirmed";1.007;1.16;"Hot Jupiter";3.1260876;0.04054;"WASP-45";211.1960000;5140.0;0.945;1.15300000000e+03;12.0;10.7530000;10.2940000;1.15;71.9297;76.0457;;"5/16/11";"G-B: Low resolution visible";"2016MNRAS.456..990C";"{"Featureless spectra":"Detection"}";;"No";"Photometry on different filters. Tentative radius variation with filters ( larger absorption in the redder bands)"
"WASP-46 b";"Confirmed";2.101;1.31;"Hot Jupiter";1.43037;0.02448;"WASP-46";375.3100000;5620.0;0.917;1.63600000000e+03;12.9;11.7530000;11.4010000;1.15;47.2096;103.3968;"TOI-101 b";"10/31/22";"G-B: Low resolution visible";"2016MNRAS.456..990C";"{"Featureless spectra":"Detection"}";;"No";"Photometry on different filters. Very tentative variations with filters (larger absorption in the redder bands)"
"WASP-47 d";"Confirmed";0.04122;0.319;"Hot";9.03077;0.088;"WASP-47";266.69;5552.0;1.14;963.59381128945;11.9;10.613;10.1920000;1.28;24.9149;2.6166;"1SWASP J220448.72-120107.8 d, 2MASS J22044873-1201079 d, EPIC 206103150 d, EPIC 206103150.02, K2-23 d, WISE J220448.74-120108.4 d";"2/5/21";"G-B: High resolution IR";2307.00967;"{"He":"Upper limit"}";;"No";"Upper-limit with GIANO-B of 3.29%"
"WASP-48 b";"Confirmed";0.98;1.67;"UltraHot Jupiter";2.143634;0.03444;"WASP-48";454.1440000;5990.0;1.75;2058.9591505656;11.06;10.6270000;10.3720000;1.15;121.7007;98.2247;"TOI-1628.01";"8/6/24";"G-B: High resolution IR";2305.02465;"{"He":"No detection"}";;"No";
"WASP-49 A b";"Confirmed";0.378;1.115;"Hot Jupiter";2.7817387;0.0378;"WASP-49 A";170.0;5600.0;0.9;1317.6402016412;;;;1.15;;;"WASP-49";"5/4/22";"G-B: High resolution visible";"2017A&A...602A..36W";"{"Na":"Detection"}";0;"No";"Using transit observations with HARPS."
"WASP-49 A b";"Confirmed";0.378;1.115;"Hot Jupiter";2.7817387;0.0378;"WASP-49 A";170.0;5600.0;0.9;1317.6402016412;;;;1.15;;;"WASP-49";"5/4/22";"G-B: Low resolution visible";2305.19441;"{"Na":"No detection","Featureless spectra":"Detection"}";;"No";
"WASP-49 A b";"Confirmed";0.378;1.115;"Hot Jupiter";2.7817387;0.0378;"WASP-49 A";170.0;5600.0;0.9;1317.6402016412;;;;1.15;;;"WASP-49";"5/4/22";"G-B: High resolution visible";2409.19844;"{"Na":"Detection"}";;"No";"Redshifted Sodium Transient near Exoplanet Transit"
"WASP-49 A b";"Confirmed";0.378;1.115;"Hot Jupiter";2.7817387;0.0378;"WASP-49 A";170.0;5600.0;0.9;1317.6402016412;;;;1.15;;;"WASP-49";"5/4/22";"G-B: High resolution visible";2205.01623;"{"Na":"Detection"}";;"No";"Confirmed the previously reported detections of Na using HARPS."
"WASP-5 b";"Confirmed";1.637;1.171;"Hot Jupiter";1.6284246;0.02729;"WASP-5";297.0;5700.0;1.084;1.70600000000e+03;12.26;10.9490000;10.5980000;1.15;46.7671;90.0406;;"4/5/22";"G-B:Low resolution IR";2204.01137;"[]";0.43;"Yes";"Albedo of Ag=0.43+/-0.15 for fully efficient atmospheric circulation and Ag=0.29+/-0.15 for no circulation at all"
"WASP-50 b";"Confirmed";1.437;1.138;"Hot Jupiter";1.9550959;0.02913;"WASP-50";230.0;5400.0;0.855;1394.84;11.6;10.4010000;9.9690000;1.15;82.7104;139.0452;;"9/6/24";"TESS";2204.03327;"[]";0.344;"No";"3σ upper limit geometric albedo of 0.44"
"WASP-52 b";"Confirmed";0.46;1.27;"Hot Jupiter";1.74977083;0.0272;"WASP-52";140.0;5000.0;0.79;1.31500000000e+03;12.0;10.5880000;10.0860000;1.15;363.8505;189.7595;;"4/24/23";"JWST-NIRISS";2412.17072;"{"H2O":"Detection","He":"Detection","K":"Upper limit"}";;"No";"Transit observations with occulted spots. Tentative K"
"WASP-52 b";"Confirmed";0.46;1.27;"Hot Jupiter";1.74977083;0.0272;"WASP-52";140.0;5000.0;0.79;1.31500000000e+03;12.0;10.5880000;10.0860000;1.15;363.8505;189.7595;;"4/24/23";"G-B:Low resolution IR";"2020AJ....159..278V";"{"He":"Upper limit"}";0;"No";"Using ultranarrowband photometry."
"WASP-52 b";"Confirmed";0.46;1.27;"Hot Jupiter";1.74977083;0.0272;"WASP-52";140.0;5000.0;0.79;1.31500000000e+03;12.0;10.5880000;10.0860000;1.15;363.8505;189.7595;;"4/24/23";"HST WFC3";"2018AJ....155..156T";"{"H2O":"Detection"}";0;"No";
"WASP-52 b";"Confirmed";0.46;1.27;"Hot Jupiter";1.74977083;0.0272;"WASP-52";140.0;5000.0;0.79;1.31500000000e+03;12.0;10.5880000;10.0860000;1.15;363.8505;189.7595;;"4/24/23";"G-B: High resolution visible";2002.08379;"{"Na":"Detection","K":"Detection","H":"Detection"}";0;"No";"With ESPRESSO detection of Na D1 (1.09±0.16%), Na D2 (1.31±0.13%), Hα (0.86±0.13%), K (0.46 ± 0.13%)"
"WASP-52 b";"Confirmed";0.46;1.27;"Hot Jupiter";1.74977083;0.0272;"WASP-52";140.0;5000.0;0.79;1.31500000000e+03;12.0;10.5880000;10.0860000;1.15;363.8505;189.7595;;"4/24/23";"G-B: High resolution IR";2205.11579;"{"He":"Detection"}";0;"No";"11 sigma detection of He I in the atmosphere of WASP-52b with Keck/NIRSPEC"
"WASP-52 b";"Confirmed";0.46;1.27;"Hot Jupiter";1.74977083;0.0272;"WASP-52";140.0;5000.0;0.79;1.31500000000e+03;12.0;10.5880000;10.0860000;1.15;363.8505;189.7595;;"4/24/23";"G-B: High resolution IR";2307.05580;"{"He":"No detection"}";;"No";"Upper limit of <1.69 % with SPIRou. It is not consistent with previous detections."
"WASP-52 b";"Confirmed";0.46;1.27;"Hot Jupiter";1.74977083;0.0272;"WASP-52";140.0;5000.0;0.79;1.31500000000e+03;12.0;10.5880000;10.0860000;1.15;363.8505;189.7595;;"4/24/23";"Spitzer";2408.13308;"[]";;"Yes";"Dayside and nightside temperatures from phase curve at 4.5 um. Negative albedo"
"WASP-52 b";"Confirmed";0.46;1.27;"Hot Jupiter";1.74977083;0.0272;"WASP-52";140.0;5000.0;0.79;1.31500000000e+03;12.0;10.5880000;10.0860000;1.15;363.8505;189.7595;;"4/24/23";"HST STIS";"2018AJ....156..298A";"[]";0;"No";
"WASP-52 b";"Confirmed";0.46;1.27;"Hot Jupiter";1.74977083;0.0272;"WASP-52";140.0;5000.0;0.79;1.31500000000e+03;12.0;10.5880000;10.0860000;1.15;363.8505;189.7595;;"4/24/23";"G-B: Low resolution visible";"2017MNRAS.470..742L";"[]";0;"No";"Flat transmission spectrum"
"WASP-52 b";"Confirmed";0.46;1.27;"Hot Jupiter";1.74977083;0.0272;"WASP-52";140.0;5000.0;0.79;1.31500000000e+03;12.0;10.5880000;10.0860000;1.15;363.8505;189.7595;;"4/24/23";"G-B: Low resolution visible";"2016MNRAS.463.2922K";"[]";0;"No";"Flat transmission spectrum from 3 band photometry (u', g', narrow Na filter)"
"WASP-52 b";"Confirmed";0.46;1.27;"Hot Jupiter";1.74977083;0.0272;"WASP-52";140.0;5000.0;0.79;1.31500000000e+03;12.0;10.5880000;10.0860000;1.15;363.8505;189.7595;;"4/24/23";"Spitzer";2203.15059;"[]";;"Yes";"Spitzer phase curve"
"WASP-52 b";"Confirmed";0.46;1.27;"Hot Jupiter";1.74977083;0.0272;"WASP-52";140.0;5000.0;0.79;1.31500000000e+03;12.0;10.5880000;10.0860000;1.15;363.8505;189.7595;;"4/24/23";"G-B:Low resolution IR";2204.11865;"{"He":"Upper limit"}";;"No";"Narrow band photometry with Palomar/WIRC. Tentative detection at 2.2σ confidence: 0.29 +0.13 −0.13%"
"WASP-57 b";"Confirmed";0.8;1.1;"Hot Jupiter";2.8;0.037690;"WASP-57";398.2760000;5600.00;0.93;1.33800000000e+03;12.9130000;11.6250000;11.2440000;1.15;61.9122;54.3153;;"10/12/12";"G-B: Low resolution visible";"2015MNRAS.454.3094S";"{"Featureless spectra":"Detection"}";;"No";"Photometric data in different filters. Not possible to identify and interpret clearly the eventual radius variations"
"WASP-6 b";"Confirmed";0.503;1.224;"Hot Jupiter";3.361006;0.0421;"WASP-6";307.0;5450.0;0.87;1194.6715890617;12.4;10.7690000;10.3250000;1.15;205.2978;98.3195;;"12/3/19";"G-B: Low resolution visible";1911.12628;"{"Na":"Detection","K":"Detection","H2O":"Detection"}";0;"No";
"WASP-62 b";"Confirmed";0.58;1.39;"Hot Jupiter";4.41193811;0.0581;"WASP-62";160.0;6230.0;1.28;1415.0;10.3;9.2720000;8.9440000;1.15;284.283;128.6339;"TOI-102 b";"8/1/24";"HST WFC3";"2020AJ....160..109S";"{"H2O":"Detection","FeH":"Detection"}";0;"No";"Best-fit retrievals include FeH, but it might also be another absorber"
"WASP-62 b";"Confirmed";0.58;1.39;"Hot Jupiter";4.41193811;0.0581;"WASP-62";160.0;6230.0;1.28;1415.0;10.3;9.2720000;8.9440000;1.15;284.283;128.6339;"TOI-102 b";"8/1/24";"HST STIS";"2021ApJ...906L..10A";"{"Na":"Detection"}";0;"No";
"WASP-63 b";"Confirmed";0.38;1.43;"Hot Jupiter";4.37809;0.0574;"WASP-63";330.0;5550.0;1.88;1531.6143143633;11.2;9.8180000;9.3930000;1.15;184.3556;67.2729;;"3/22/13";"HST WFC3";1704.07421;"{"H2O":"Detection"}";0;"No";
"WASP-67 b";"Confirmed";0.42;1.4;"Hot Jupiter";4.61442;0.0517;"WASP-67";225.0;5200.0;0.87;1028.6109740736;12.5;10.6080000;10.1290000;1.15;341.1501;110.5915;;"4/23/12";"Spitzer";"2015ApJ...810..118K";"[]";;"No";"Brightness T = 1015 [-74,+67] K (at 4.5 μm) and T<1046 K (at 3.6 μm). Close to blackbody shape (cannot exclude clouds)"
"WASP-67 b";"Confirmed";0.42;1.4;"Hot Jupiter";4.61442;0.0517;"WASP-67";225.0;5200.0;0.87;1028.6109740736;12.5;10.6080000;10.1290000;1.15;341.1501;110.5915;;"4/23/12";"G-B: Low resolution visible";"2014A&A...568A.127M";"{"Featureless spectra":"Upper limit"}";;"No";"Multi-colour, broad-band data collected with GROND at the MPG 2.2 m telescope and DFOSC at the Danish 1.54 m telescope."
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B: High resolution visible";2412.04330;"{"Na":"Detection"}";;"No";"Study of the strenght of the Na doublet lines from several transits"
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B: High resolution visible";"2017A&A...608A.135C";"{"Na":"Detection"}";0;"No";"Detection of sodium using HARPS-North"
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B: Low resolution visible";"2020A&A...641A.158M";"{"Rayleigh Scattering":"Detection"}";0;"No";
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B: High resolution visible";2109.06335;"{"Na":"Detection","Rayleigh Scattering":"Detection","H":"Upper limit","K":"No detection"}";0;"No";
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B: High resolution IR";"2018Sci...362.1388N";"{"He":"Detection"}";0;"No";
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B: Low resolution visible";2303.13202;"{"TiO":"Detection"}";;"No";
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"HST WFC3";"2018AJ....155..156T";"{"H2O":"Detection"}";0;"No";
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B:Low resolution IR";2405.19177;"{"He":"Detection"}";;"No";"He narrow band photometry and comparison with previous HiRes observations"
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B: High resolution IR";2406.09225;"{"He":"Detection"}";;"No";
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"JWST-NIRCam";2406.15543;"{"H2O":"Detection","CO":"Detection","CO2":"Detection","Cloudy":"Detection","Molecular ratios: C\/O, etc...":"Detection"}";0.64;"No";"In all cases, aerosols are needed to fit the spectrum of the planet"
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B: High resolution IR";2307.05580;"{"He":"Detection"}";;"No";"Excess absorption detection of 2.21 ± 0.46 % with SPIRou."
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B: High resolution IR";2207.09760;"{"HCN":"No detection","CO":"Detection","CO2":"No detection","CH4":"Detection","NH3":"Detection","H2O":"Detection"}";;"No";
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B: High resolution IR";2312.02381;"{"He":"Detection"}";;"No";"Observations to study the He-tail"
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B: High resolution IR";2403.00608;"{"He":"Detection"}";;"No";"Confirmation of He detection with GIANO-B (3.91±0.22%)"
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B: High resolution visible";2205.01623;"{"Na":"Detection"}";;"No";"Confirms previously reported detection of Na using HARPS-N."
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B: High resolution IR";"2020AJ....160..228K";"{"FeH":"Upper limit"}";0;"No";
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B: Low resolution visible";2410.18663;"{"Featureless spectra":"Detection"}";;"No";
"WASP-69 b";"Confirmed";0.26;1.057;"Hot Jupiter";3.8681382;0.04525;"WASP-69";50.0;4715.0;0.813;963.0;9.87;8.0320000;7.4590000;1.15;832.712;241.5899;;"3/25/23";"G-B:Low resolution IR";2204.11865;"{"He":"Detection"}";;"No";"Narrow band photometry with Palomar/WIRC. Excess depth at mid-transit to be 0.512 +0.049 −0.048%"
"WASP-7 b";"Confirmed";0.96;1.33;"Hot Jupiter";4.9546416;0.0617;"WASP-7";140.0;6400.0;1.432;1.48700000000e+03;9.51;8.6480000;8.3960000;1.15;168.3863;127.8366;;"9/20/12";"G-B: High resolution visible";2210.08517;"{"Na":"Detection"}";;"No";
"WASP-72 b";"Confirmed";1.461;1.27;"UltraHot Jupiter";2.2167421;0.03708;"WASP-72";434.7540000;6250.0;1.98;2202.2986104156;9.6;9.9640000;9.6170000;1.15;40.7103;65.9873;;"5/22/14";"TESS";"2020AJ....160..155W";"[]";0;"Yes";"Secondary eclipse (D=113+/-35 ppm) and planetary phase curve measured."
"WASP-74 b";"Confirmed";0.826;1.248;"Hot Jupiter";2.13775138;0.03443;"WASP-74";120.0;5970.0;1.64;1865.0;9.7;8.5480000;8.2210000;1.15;161.9022;145.4127;;"12/24/21";"HST STIS";2110.04415;"{"H2O":"Upper limit","CH4":"Upper limit","TiO":"No detection","VO":"No detection","Featureless spectra":"Detection"}";0;"No";"Also Spitzer data"
"WASP-74 b";"Confirmed";0.826;1.248;"Hot Jupiter";2.13775138;0.03443;"WASP-74";120.0;5970.0;1.64;1865.0;9.7;8.5480000;8.2210000;1.15;161.9022;145.4127;;"12/24/21";"G-B: Low resolution visible";"2020A&A...642A..50L";"{"TiO":"No detection","Rayleigh Scattering":"Detection","VO":"No detection"}";0;"No";"TiO/VO previously claimed by 2019MNRAS.485.5168M using G-B low-res visible."
"WASP-74 b";"Confirmed";0.826;1.248;"Hot Jupiter";2.13775138;0.03443;"WASP-74";120.0;5970.0;1.64;1865.0;9.7;8.5480000;8.2210000;1.15;161.9022;145.4127;;"12/24/21";"G-B: Low resolution visible";2302.11495;"{"Featureless spectra":"Detection"}";;"No";
"WASP-74 b";"Confirmed";0.826;1.248;"Hot Jupiter";2.13775138;0.03443;"WASP-74";120.0;5970.0;1.64;1865.0;9.7;8.5480000;8.2210000;1.15;161.9022;145.4127;;"12/24/21";"Spitzer";2408.13308;"[]";0.6;"Yes";"Dayside and nightside temperatures from phase curve at 4.5 um."
"WASP-74 b";"Confirmed";0.826;1.248;"Hot Jupiter";2.13775138;0.03443;"WASP-74";120.0;5970.0;1.64;1865.0;9.7;8.5480000;8.2210000;1.15;161.9022;145.4127;;"12/24/21";"HST WFC3";2204.11729;"{"H2O":"Detection","CH4":"Detection"}";;"No";
"WASP-76 b";"Confirmed";0.92;1.83;"UltraHot Jupiter";1.809886;0.033;"WASP-76";195.3;6250.0;1.73;2190.0;9.5;8.5410000;8.2430000;1.15;485.1939;335.1729;;"10/14/22";"G-B: High resolution visible";2412.04330;"{"Na":"Detection"}";;"No";"Study of the strenght of the Na doublet lines from several transits"
"WASP-76 b";"Confirmed";0.92;1.83;"UltraHot Jupiter";1.809886;0.033;"WASP-76";195.3;6250.0;1.73;2190.0;9.5;8.5410000;8.2430000;1.15;485.1939;335.1729;;"10/14/22";"Spitzer";2107.03349;"[]";0;"Yes";
